client_id	audio_id	audio_file	duration_ms	prompt_id	prompt	transcription	votes	age	gender	accents	variant	language	prompt_upvotes	prompt_reports	is_edited	split	char_per_sec	quality_tags
c01cbc7c6d5190e3a9f33e5afaa04ecd	72434	spontaneous-speech-de-72434.mp3	8712	7503	Was ist dein Lieblingsgericht und warum?	Maultaschen, weil ich sowohl den herzhaften Geschmack als auch die Füllung sehr mag und man die in verschiedenen Arten zubereiten kann.	0	twenties	male_masculine	Deutschland Deutsch		German	0	0	0		13.20018365472911	
51845105f8c70db59acd7508d250fb87	72688	spontaneous-speech-de-72688.mp3	16848	8587	Welches Werkzeug benutzt du gerne im Haushalt und warum?		0	fifties	female_feminine			German	1	0	0			
51845105f8c70db59acd7508d250fb87	72693	spontaneous-speech-de-72693.mp3	20268	8464	Wo stehen die Bücher in Deiner bzw. Ihrer Wohnung?		0	fifties	female_feminine			German	1	0	0			
51845105f8c70db59acd7508d250fb87	72698	spontaneous-speech-de-72698.mp3	26784	7543	Welche Herausforderungen siehst du in deiner aktuellen Position?		0	fifties	female_feminine			German	0	0	0			
51845105f8c70db59acd7508d250fb87	72700	spontaneous-speech-de-72700.mp3	25236	7528	Wenn du eine Zeitmaschine hättest, in welche Zeit würdest du reisen und warum?		0	fifties	female_feminine			German	0	0	0			
51845105f8c70db59acd7508d250fb87	72703	spontaneous-speech-de-72703.mp3	38448	7509	Welche Art von Musik würdest du gerne einmal live sehen und warum?		0	fifties	female_feminine			German	0	0	0			
51845105f8c70db59acd7508d250fb87	72704	spontaneous-speech-de-72704.mp3	22968	7501	Welches Tier magst du am meisten und warum?		0	fifties	female_feminine			German	0	0	0			
51845105f8c70db59acd7508d250fb87	72706	spontaneous-speech-de-72706.mp3	26388	8470	Kannst du dir ein Leben ohne Farben vorstellen, und warum bzw. warum nicht?		0	fifties	female_feminine			German	1	0	0			
51845105f8c70db59acd7508d250fb87	72707	spontaneous-speech-de-72707.mp3	25488	7540	Welche Fähigkeiten sind deiner Meinung nach am wichtigsten für den beruflichen Erfolg?		0	fifties	female_feminine			German	0	0	0			
51845105f8c70db59acd7508d250fb87	72709	spontaneous-speech-de-72709.mp3	27036	8465	Was machst du mit Kleidung, die alt und unschön geworden ist?		0	fifties	female_feminine			German	1	0	0			
51845105f8c70db59acd7508d250fb87	72711	spontaneous-speech-de-72711.mp3	15336	7522	Welche Art von Kleidung trägst du am liebsten und warum?		0	fifties	female_feminine			German	0	0	0			
51845105f8c70db59acd7508d250fb87	72796	spontaneous-speech-de-72796.mp3	36756	7517	Was findest du, denkt die Gesellschaft über den Klimawandel?		0	fifties	female_feminine			German	0	0	0			
51845105f8c70db59acd7508d250fb87	72797	spontaneous-speech-de-72797.mp3	19368	7502	Welche Farbe magst du am meisten und warum?		0	fifties	female_feminine			German	0	0	0			
51845105f8c70db59acd7508d250fb87	72798	spontaneous-speech-de-72798.mp3	20952	7513	Welchen Sport machst du am liebsten und warum?		0	fifties	female_feminine			German	0	0	0			
51845105f8c70db59acd7508d250fb87	72799	spontaneous-speech-de-72799.mp3	29304	7516	Warum ist es wichtig, verschiedene Hobbys zu haben?		0	fifties	female_feminine			German	0	0	0			
51845105f8c70db59acd7508d250fb87	72800	spontaneous-speech-de-72800.mp3	12924	7519	Welche Sprache würdest du gerne lernen und warum?		0	fifties	female_feminine			German	0	0	0			
51845105f8c70db59acd7508d250fb87	72801	spontaneous-speech-de-72801.mp3	19224	7512	Wohin würdest du gerne einmal fahren und warum?		0	fifties	female_feminine			German	0	0	0			
609928240661bcce6a33be826da78831	73975	spontaneous-speech-de-73975.mp3	4788	7511	Wie ist das Wetter in deiner Lieblingsstadt?	In meiner Lieblingsstadt regnet es viel zu viel, das Wetter nervt mich also total.	1	teens		Deutschland Deutsch		German	0	0	0		14.411027568922306	
51845105f8c70db59acd7508d250fb87	74854	spontaneous-speech-de-74854.mp3	26136	7526	Welche Art von Unterkünften bevorzugst du beim Reisen (Hotel, Airbnb, Camping etc.) und warum?		0	fifties	female_feminine			German	0	0	0			
51845105f8c70db59acd7508d250fb87	74855	spontaneous-speech-de-74855.mp3	51588	7520	Was war oder ist dein Lieblingsfach in der Schule und warum?		0	fifties	female_feminine			German	0	0	0			
51845105f8c70db59acd7508d250fb87	74856	spontaneous-speech-de-74856.mp3	23688	7552	Wie siehst du die Zukunft der Arbeit in einer digitalen Welt?	Für mich ist die Zukunft von der Arbeit mehr im Handwerk zu finden, als im Digitalen. Das heißt, die die etwas mit der Hand arbeiten können, was man noch braucht von hand gearbeitet, die haben eine grosse Zukunft in der Arbeit.	0	fifties	female_feminine			German	0	0	1		7.894292468760554	
51845105f8c70db59acd7508d250fb87	74858	spontaneous-speech-de-74858.mp3	22608	7539	Was magst du an deinem Beruf am meisten?		0	fifties	female_feminine			German	0	0	0			
51845105f8c70db59acd7508d250fb87	74859	spontaneous-speech-de-74859.mp3	27324	7508	Welche Art von Essen würdest du gerne einmal probieren und warum?		0	fifties	female_feminine			German	0	0	0			
51845105f8c70db59acd7508d250fb87	74860	spontaneous-speech-de-74860.mp3	24552	8734	"Wie viel schreiben Sie noch ""mit der Hand"", d.h. mit Füller oder Kugelschreiber aus Papier?"		0	fifties	female_feminine			German	1	1	0			
51845105f8c70db59acd7508d250fb87	74862	spontaneous-speech-de-74862.mp3	16272	7523	Welche Art von Musikinstrument möchtest du gerne spielen können und warum?		0	fifties	female_feminine			German	0	0	0			
51845105f8c70db59acd7508d250fb87	74863	spontaneous-speech-de-74863.mp3	17784	7532	Was ist für dich das Wichtigste in einer Beziehung?		0	fifties	female_feminine			German	0	0	0			
51845105f8c70db59acd7508d250fb87	74864	spontaneous-speech-de-74864.mp3	17676	7535	Wenn du eine Milliarde Euro hättest, was würdest du damit machen?		0	fifties	female_feminine			German	0	0	0			
51845105f8c70db59acd7508d250fb87	74865	spontaneous-speech-de-74865.mp3	19116	7499	Was ist dein Lieblingsgetränk und warum?		0	fifties	female_feminine			German	0	0	0			
51845105f8c70db59acd7508d250fb87	74866	spontaneous-speech-de-74866.mp3	32760	7496	Liest du gerne Bücher und wenn ja, welche?		0	fifties	female_feminine			German	0	0	0			
51845105f8c70db59acd7508d250fb87	74867	spontaneous-speech-de-74867.mp3	19332	8468	Kannst du dir ein Leben ohne Filme vorstellen, und warum bzw. warum nicht?		0	fifties	female_feminine			German	1	0	0			
51845105f8c70db59acd7508d250fb87	74868	spontaneous-speech-de-74868.mp3	28260	8733	Was ist der älteste Gegenstand in Ihrem Besitz?		0	fifties	female_feminine			German	1	0	0			
51845105f8c70db59acd7508d250fb87	74869	spontaneous-speech-de-74869.mp3	34668	7547	Welche Fähigkeiten sollten deiner Meinung nach in der Schule mehr gefördert werden?		0	fifties	female_feminine			German	0	0	0			
51845105f8c70db59acd7508d250fb87	74870	spontaneous-speech-de-74870.mp3	19116	7527	Wenn du eine berühmte Person treffen könntest, wer wäre das und warum?		0	fifties	female_feminine			German	0	0	0			
51845105f8c70db59acd7508d250fb87	74871	spontaneous-speech-de-74871.mp3	15912	7500	Welche Sportart schaust du am liebsten und warum?		0	fifties	female_feminine			German	0	0	0			
51845105f8c70db59acd7508d250fb87	74872	spontaneous-speech-de-74872.mp3	11952	7510	Welche Art von Kunst würdest du gerne einmal schaffen und warum?		0	fifties	female_feminine			German	0	0	0			
51845105f8c70db59acd7508d250fb87	74873	spontaneous-speech-de-74873.mp3	18720	7538	Wenn du die Welt verändern könntest, was würdest du als erstes tun?		0	fifties	female_feminine			German	0	0	0			
51845105f8c70db59acd7508d250fb87	74874	spontaneous-speech-de-74874.mp3	19188	7504	Welche Art von Wetter magst du am liebsten und warum?		0	fifties	female_feminine			German	0	0	0			
51845105f8c70db59acd7508d250fb87	74875	spontaneous-speech-de-74875.mp3	18792	8466	Hast du eine Lieblingsfarbe?		0	fifties	female_feminine			German	1	0	0			
3785ce9073164fae848e2beff4115e49	76308	spontaneous-speech-de-76308.mp3	11988	8734	"Wie viel schreiben Sie noch ""mit der Hand"", d.h. mit Füller oder Kugelschreiber aus Papier?"	Ich schreibe gar nicht mehr mit Füller und auch nicht mit dem Kugelschreiber sondern nur mit dem eh Bleistift.	0	fifties	female_feminine	Deutschland Deutsch		German	1	1	0		7.674341007674341	
6e19c5438076b89950ea686f9d33893e	78287	spontaneous-speech-de-78287.mp3	10152	7540	Welche Fähigkeiten sind deiner Meinung nach am wichtigsten für den beruflichen Erfolg?	Für beruflichen Erfolg sind am wichtigsten: Kreativität, Flexibilität, Ehrgeiz, Teamgeist.	0	sixties	female_feminine			German	0	0	0		7.978723404255319	
6e19c5438076b89950ea686f9d33893e	78288	spontaneous-speech-de-78288.mp3	13644	7519	Welche Sprache würdest du gerne lernen und warum?	Ich würde gerne französisch lernen weil ich Sie im Urlaub gut anwenden könnte, weil Sie eine melodische Sprache ist und weil viele Franzosen leider kein Englisch sprechen.	0	sixties	female_feminine			German	0	0	0		10.627381999413661	
6e19c5438076b89950ea686f9d33893e	78289	spontaneous-speech-de-78289.mp3	7596	8737	Wenn Sie ein weiteres Zimmer geschenkt bekämen, wofür würden Sie es nutzen?	Wenn ich ein weiteres Zimmer geschenkt bekäme, würde ich es als Sport- und Gymnastikraum nutzen.	1	sixties	female_feminine			German	1	0	1		10.795155344918378	
6e19c5438076b89950ea686f9d33893e	78290	spontaneous-speech-de-78290.mp3	16200	8468	Kannst du dir ein Leben ohne Filme vorstellen, und warum bzw. warum nicht?	Ich [unclear] Leben ohne Film vorstellen, weil ich gerne Bücher lese und ich mir in diesen Büchern, die Umgebung, das Aussehen der Figuren und so weiter, in meinem Kopf selbst [unclear] erschaffen kann.	0	sixties	female_feminine			German	1	0	0		10.493827160493828	
6e19c5438076b89950ea686f9d33893e	78291	spontaneous-speech-de-78291.mp3	26352	7539	Was magst du an deinem Beruf am meisten?	Ich mag in mein Beruf den Umgang mit Menschen am liebsten, es macht mir Spaß zu sehen wie sich Kinder entwickeln und wie aus unreifen jungen Menschen, reife Erwachsene werden. Es macht mir sehr viel Spaß jeden Tag etwas neues tun zu können, mich auf neue Situationen einzustellen, flexibel zu bleiben und das erhält mich jung.	0	sixties	female_feminine			German	0	0	0		10.283849423193685	
6e19c5438076b89950ea686f9d33893e	78292	spontaneous-speech-de-78292.mp3	5148	8735	Verlieren Sie Regenschirme oder kommt das nicht vor?	Ich feure eigentlich nie Regenschirme.	0	sixties	female_feminine			German	1	0	0		6.6045066045066045	
6e19c5438076b89950ea686f9d33893e	78293	spontaneous-speech-de-78293.mp3	16020	8469	Kannst du dir ein Leben ohne Bücher vorstellen, und warum bzw. warum nicht?	Leben ohne Bücher kann ich mir nicht vorstellen. Bücher befähigen uns zum abstrakten Denken, Sie regen unsre Fantasie an, Sie helfen uns, uns zu entspannen und Sie bilden uns.	0	sixties	female_feminine			German	1	0	0		9.176029962546817	
6e19c5438076b89950ea686f9d33893e	78294	spontaneous-speech-de-78294.mp3	26244	8734	"Wie viel schreiben Sie noch ""mit der Hand"", d.h. mit Füller oder Kugelschreiber aus Papier?"	Ich schreibe noch viel mit dem Füller, beziehungsweise dem Kuli, weil der Schreibprozess viel schneller geht. Weil ich es so gelernt habe und weil ich glaube das die Gedanken besser fließen, wenn Sie aus der Hand kommen weil Hand und Geist eine Verbindung haben. Ich möchte nicht alles mit der Tastatur schreiben, weil ich diese Tastaturerstellten Texte entfremdet finde.	0	sixties	female_feminine			German	1	1	0		11.92653558908703	
6e19c5438076b89950ea686f9d33893e	78295	spontaneous-speech-de-78295.mp3	9468	7504	Welche Art von Wetter magst du am liebsten und warum?	Mag am liebsten mildes sonniges Wetter um die 25 Grad mit kühlen Nächten damit man entspannt schlafen kann.	0	sixties	female_feminine			German	0	0	0		9.505703422053232	
6e19c5438076b89950ea686f9d33893e	78296	spontaneous-speech-de-78296.mp3	13644	8731	Hat dir jemand Kochen beigebracht, und wenn ja, wer?	Glaube das Leben hat mir kochen beigebracht, Ich habe allmählich durch viel Übung gut kochen gelernt. Hin und wieder nutze ich Rezepte und hin und wieder koche ich ganz frei.	0	sixties	female_feminine			German	1	0	0		10.627381999413661	
6e19c5438076b89950ea686f9d33893e	78298	spontaneous-speech-de-78298.mp3	9288	8464	Wo stehen die Bücher in Deiner bzw. Ihrer Wohnung?	In meiner Wohnung stehen die Bücher im Wohnzimmer und im Arbeitszimmer. Auch in der Küche finden sich die Kochbücher.	1	sixties	female_feminine			German	1	0	0		10.65891472868217	
6e19c5438076b89950ea686f9d33893e	78299	spontaneous-speech-de-78299.mp3	16236	8587	Welches Werkzeug benutzt du gerne im Haushalt und warum?	Ich [unclear] in meiner Küche ein kleines Bittermesser gern und ein großes Kochmesser, diese beiden Messer ermöglichen mir alles präzise und schnell zu schneiden und ich habe weil ich keine Maschine benutzte anschließend nicht so viel Arbeit mit dem spülen.	0	sixties	female_feminine			German	1	0	0		13.426952451342695	
6e19c5438076b89950ea686f9d33893e	78300	spontaneous-speech-de-78300.mp3	20628	7549	Was denkst du über die aktuelle Debatte um Datenschutz?	Ich finde [noise] Datenschutz sehr wichtig. Allerdings denke ich, dass wir hier in Deutschland stellenweise damit auch, mit zu viel Datenschutz, auch eine wichtige technische Entwicklung verhindern. Hier müsste man ein gutes Mittelmaß finden.	1	sixties	female_feminine			German	0	0	1		10.131859608299399	
6e19c5438076b89950ea686f9d33893e	78301	spontaneous-speech-de-78301.mp3	11808	7501	Welches Tier magst du am meisten und warum?	Ich mag Hunde am meisten, weil Sie treue Lebensgefährten sind.	0	sixties	female_feminine			German	0	0	0		4.488482384823849	
6e19c5438076b89950ea686f9d33893e	78302	spontaneous-speech-de-78302.mp3	13824	7495	Welche Jahreszeit magst du am liebsten und warum?	Meine [unclear] Jahreszeit ist der Frühling, weil es dann allmählich beginnt warm zu werden aber eben nicht so warm, weil alles beginnt zu grünen und zu blühen und daran kann ich mich erfreuen.	1	sixties	female_feminine			German	0	0	0		11.646412037037036	
6e19c5438076b89950ea686f9d33893e	78303	spontaneous-speech-de-78303.mp3	28008	7546	Wie siehst du die Zukunft der Bildung?	Im Moment geb ich der Zukunft der Bildung keine guten Chancen, ich glaube es wird wie viel zu wenig in Bildung investiert und ich glaube das die Kinder und Jugendlichen mit den ganzen Social Media so überfordert sind das Ihre Gehirne gar nicht mehr richtig funktionieren. Ich glaube ehm das, dass nicht sehr günstig ist.	0	sixties	female_feminine			German	0	0	0		9.497286489574408	
6e19c5438076b89950ea686f9d33893e	78304	spontaneous-speech-de-78304.mp3	21096	7526	Welche Art von Unterkünften bevorzugst du beim Reisen (Hotel, Airbnb, Camping etc.) und warum?	Ich bevorzuge auf Reisen alle Arten von Unterkünften in den ich mich selber und frei bewegen kann zum Beispiel Ferienhäuser aber ich liebe auch das Reisen im Camper weil ich dort ein größ ein großmöglichen Freiraum habe, so zu leben wie ich möchte.	0	sixties	female_feminine			German	0	0	0		9.764884338263178	
6e19c5438076b89950ea686f9d33893e	78306	spontaneous-speech-de-78306.mp3	5256	8466	Hast du eine Lieblingsfarbe?	Meine Lieblingsfarbe ist rot.	1	sixties	female_feminine			German	1	0	0		4.946727549467275	
6e19c5438076b89950ea686f9d33893e	78307	spontaneous-speech-de-78307.mp3	19944	7548	Wie siehst du die Rolle der sozialen Medien in der heutigen Gesellschaft?	Die sonalen Medien sind Fluch und Segen zugleich. Segen weil man mit vielen Leuten sehr schnell in Kontakt treten kann. Fluch weil Sie uns unserer Natürlichkeit berauben, unserer natürlichen Beziehungen und unserer Kommunikationsfähigkeit.	0	sixties	female_feminine			German	0	0	0		10.379061371841155	
6e19c5438076b89950ea686f9d33893e	78308	spontaneous-speech-de-78308.mp3	5004	7530	Welche Gewohnheiten haben dein Leben am meisten verbessert?	Ich will jeden morgen Frühsport, das hält mich gesund.	0	sixties	female_feminine			German	0	0	0		9.192645883293364	
6e19c5438076b89950ea686f9d33893e	78309	spontaneous-speech-de-78309.mp3	6516	7532	Was ist für dich das Wichtigste in einer Beziehung?	Das wichtigste in einer Beziehung ist für mich, vertrauen.	0	sixties	female_feminine			German	0	0	0		7.673419275629221	
6e19c5438076b89950ea686f9d33893e	78310	spontaneous-speech-de-78310.mp3	16524	7496	Liest du gerne Bücher und wenn ja, welche?	Ich les sehr gerne und viele Bücher, am meisten liebe ich historische Romane, weil wenn Sie gut recherchiert sind Sie mir viel Einblick in das Leben von Generationen vor uns geben.	0	sixties	female_feminine			German	0	0	0		9.077705156136528	
6e19c5438076b89950ea686f9d33893e	78312	spontaneous-speech-de-78312.mp3	22248	7553	Welches historische Ereignis hat dich am meisten beeinflusst und warum?	Mich hat eisten der Reaktorunfall von Tschernobyl beeinflusst, weil ich von da angefangen hab überhaupt über die Rolle von Atomkraft nachzudenken. Und auch über die Rolle nachzudenken was ich in meinen Körper aufnehme, was ich esse, wie sauber unsre Nahrungsmittel sein sollen.	0	sixties	female_feminine			German	0	0	0		10.60769507371449	
6e19c5438076b89950ea686f9d33893e	78313	spontaneous-speech-de-78313.mp3	7812	7517	Was findest du, denkt die Gesellschaft über den Klimawandel?	Ich glaube das große Teile unser Gesellschaft den Klimawandel nicht ernst genug nehmen.	0	sixties	female_feminine			German	0	0	0		9.600614439324117	
6e19c5438076b89950ea686f9d33893e	78314	spontaneous-speech-de-78314.mp3	29232	7514	Wie ändert die Nutzung von KI die Gesellschaft?	[unclear]  s kann ich leider noch nicht gut einschätzen aber ich befürchte das die KI unsere Gesellschaft nicht zu unseren Vorteil entwickelt. Was ich vor allen Dingen sehe, im unkritischen Gebrauch und in der unkritischen Anwendung von KI wird sozusagen die die ehm Abhängigkeit größer werden und auch die Unfähigkeit der Menschen selbstständig zu denken und kreativ etwas weiter zu befördern.	0	sixties	female_feminine			German	0	0	0		11.391625615763546	
b05e9b60f60b9bd8c8ecc7b7b3273bd5	79000	spontaneous-speech-de-79000.mp3	4212	9275	Gehen Sie bewusst mit dem Verbrauch von Wasser um?	Ja, ziemlich.	0	sixties		Deutschland Deutsch		German	1	0	0		2.8490028490028494	transcription-length
b05e9b60f60b9bd8c8ecc7b7b3273bd5	79001	spontaneous-speech-de-79001.mp3	8712	9272	Halten Sie ein Handyverbot an einer Grundschule für sinnvoll?	... Ich bin mir da nicht sicher, aber ich glaube schon das Kinder in dem Alter kein Handy brauchen.	0	sixties		Deutschland Deutsch		German	1	0	0		9.297520661157025	
b05e9b60f60b9bd8c8ecc7b7b3273bd5	79002	spontaneous-speech-de-79002.mp3	3564	8470	Kannst du dir ein Leben ohne Farben vorstellen, und warum bzw. warum nicht?	Ne, kann ich mir nicht vorstellen.	0	sixties		Deutschland Deutsch		German	1	0	0		8.13692480359147	
b05e9b60f60b9bd8c8ecc7b7b3273bd5	79003	spontaneous-speech-de-79003.mp3	7956	7543	Welche Herausforderungen siehst du in deiner aktuellen Position?	Ist Berufsposition gemeint? Hm, damit umzugehen das der Chef nicht mitzieht.	0	sixties		Deutschland Deutsch		German	0	0	0		8.295625942684765	
b05e9b60f60b9bd8c8ecc7b7b3273bd5	79004	spontaneous-speech-de-79004.mp3	12168	7540	Welche Fähigkeiten sind deiner Meinung nach am wichtigsten für den beruflichen Erfolg?	Das kommt drauf an in was für ner Firma, obs ne Ellenbogenfirma ist, dann brauchst du Ellenbogen. Wenns ne Firma ist wos um Menschen geht, dann brauchst Du Einfühlungsvermögen und Interesse an anderen.	0	sixties		Deutschland Deutsch		German	0	0	0		13.888888888888888	
b05e9b60f60b9bd8c8ecc7b7b3273bd5	79005	spontaneous-speech-de-79005.mp3	6228	7535	Wenn du eine Milliarde Euro hättest, was würdest du damit machen?	Mich von einer sozialökologischen Bank beraten lassen.	0	sixties		Deutschland Deutsch		German	0	0	0		7.707129094412331	
b05e9b60f60b9bd8c8ecc7b7b3273bd5	79006	spontaneous-speech-de-79006.mp3	5508	7532	Was ist für dich das Wichtigste in einer Beziehung?	Interesse am anderen und Einfühlungsvermögen.	1	sixties		Deutschland Deutsch		German	0	0	0		7.443718228031954	
b05e9b60f60b9bd8c8ecc7b7b3273bd5	79007	spontaneous-speech-de-79007.mp3	3204	9273	Haben Sie eine Meinung zum Tragen von Schuluniformen?	... Nein ...	0	sixties		Deutschland Deutsch		German	1	0	0		3.121098626716604	
b05e9b60f60b9bd8c8ecc7b7b3273bd5	79008	spontaneous-speech-de-79008.mp3	3564	7550	Wie wichtig ist dir politische Beteiligung?	Sehr wichtig.	0	sixties		Deutschland Deutsch		German	0	0	0		3.3670033670033668	
b05e9b60f60b9bd8c8ecc7b7b3273bd5	79009	spontaneous-speech-de-79009.mp3	9324	7498	Was ist dein Lieblingsfilm und warum?	Die Brücke von Bernhard Wicki, der hat mich dazu gebracht zu verstehen wie idiotisch Soldatenwesen is.	0	sixties		Deutschland Deutsch		German	0	0	0		9.330759330759332	
767c7493681bfee92477f38d77315871	79404	spontaneous-speech-de-79404.mp3	14400	7496	Liest du gerne Bücher und wenn ja, welche?	Ja, ich les' gern Hörbücher, eh, normalerweis Fantasy oder Sience Fiction. Das letzte Hörbuch und das letzte Buch Buch das ich tatsächlich gelesen hab war Perry Rhodan-Silberband.	0	thirties		Deutschland Deutsch		German	0	0	1		10.625	
767c7493681bfee92477f38d77315871	79405	spontaneous-speech-de-79405.mp3	32328	7531	Wie bleibst du motiviert, wenn du auf Hindernisse stößt?	Ja normalerweise schon, Hindernisse motivieren mich eher sogar ehm weils ichs dann halt Herausforderung seh. [unclear] Also es kommt immer drauf an es kann einmal sein, das Hindernisse ja frustrierend wirken und ich dann einfach mal nen Tag oder was brauch. Aber Ja. Ich ne ich versuch mich dann immer zu motivieren und beiß mich meistens dann fest. Und wenn ich mich mal fest gebissen hab, dann gute Nacht.	0	thirties		Deutschland Deutsch		German	0	0	0		10.486265775798069	
767c7493681bfee92477f38d77315871	79406	spontaneous-speech-de-79406.mp3	7308	7537	Wenn du auf einer einsamen Insel strandest, welche drei Dinge würdest du mitnehmen?	Nen Feuerstein, was zu Essen und nen Funkgerät	0	thirties		Deutschland Deutsch		German	0	0	0		5.336617405582923	
767c7493681bfee92477f38d77315871	79407	spontaneous-speech-de-79407.mp3	6696	8467	Wie oft kochst du, und warum?	Also ich koch relativ häufig, tatsächlich und das liegt einfach daran das ich in letzter Zeit alleine lebe.	0	thirties		Deutschland Deutsch		German	1	0	0		13.440860215053764	
767c7493681bfee92477f38d77315871	79408	spontaneous-speech-de-79408.mp3	14796	7543	Welche Herausforderungen siehst du in deiner aktuellen Position?		0	thirties		Deutschland Deutsch		German	0	0	0			
767c7493681bfee92477f38d77315871	79409	spontaneous-speech-de-79409.mp3	12636	9274	Haben Sie schon einmal nachgerechnet, wie viele Software-Lösungen Sie auf Ihrem Computer nutzen?	Tatsächlich noch nicht. Aber ne gute Schätzung wär so an die fünfzig oder hundert  mindest also allein allein selbst installierte Software mindestens fünfzig.	0	thirties		Deutschland Deutsch		German	1	0	0		10.683760683760683	
767c7493681bfee92477f38d77315871	79411	spontaneous-speech-de-79411.mp3	22140	8468	Kannst du dir ein Leben ohne Filme vorstellen, und warum bzw. warum nicht?	Tatsächlich ja, solang es [unclear] Bücher gibt alles gut. Solang es Bücher gibt, Hörspiele, hab ich gar kein Problem mit wenns keine Filme mehr gibt. Wozu? Ja ehm. Die Fantasy, tatsächlich ist es eigentlich sogar interessanter in in in eine Welt wirklich abzutauchen indem man ein Buch liest als nen Film zu gucken.	0	thirties		Deutschland Deutsch		German	1	0	0		11.924119241192411	
767c7493681bfee92477f38d77315871	79412	spontaneous-speech-de-79412.mp3	23220	7519	Welche Sprache würdest du gerne lernen und warum?	Das ne gute Frage. Wahrscheinlich echt, das hört sich jetzt dämlich das hört sich jetzt komisch an aber tatsächlich Mandarin. Ich würd echt gern Mandarin können, das wär cool. Weils auch halt sehr sehr sehr viele Türen öffnet. Grade in nahen os in nach Fernost.	0	thirties		Deutschland Deutsch		German	0	0	0		9.34539190353144	
767c7493681bfee92477f38d77315871	79413	spontaneous-speech-de-79413.mp3	25308	8733	Was ist der älteste Gegenstand in Ihrem Besitz?	Das ist ne gute Frage: Der älteste Gegenstand in meinem Besitz... Da könnt ich spontan jetzt gar nichts sagen. Aber definitiv würde ich sagen, in meinem Besitz... Ja, doch, doch! Ich hab was. Dürfte einer der Teller sein von meiner Mom.	0	thirties		Deutschland Deutsch		German	1	0	1		7.744586691955113	
767c7493681bfee92477f38d77315871	79414	spontaneous-speech-de-79414.mp3	10548	7502	Welche Farbe magst du am meisten und warum?	Die Farbe Blau oder ja genau so so Aquamarinblau eh, weil mein Fahrz mein Auto auch so auch die gleiche Farbe hat.	0	thirties		Deutschland Deutsch		German	0	0	0		8.816837315130831	
767c7493681bfee92477f38d77315871	79415	spontaneous-speech-de-79415.mp3	9180	7551	Welche gesellschaftlichen Veränderungen würdest du gerne sehen?	Also ich würd gern mal [unclear] Frankreich Frankreich erkunden wär cool, mal als Roadtrip durch Frankreich.	0	thirties		Deutschland Deutsch		German	0	0	0		10.130718954248366	
767c7493681bfee92477f38d77315871	79416	spontaneous-speech-de-79416.mp3	15768	7500	Welche Sportart schaust du am liebsten und warum?	Kommunikation und Ehrlichkeit und tatsächlich das man ... gegenseitig sich wertschätzt. Ja es muss jetzt keine riesengroße Geste sein aber Ja.	0	thirties		Deutschland Deutsch		German	0	0	0		7.737189244038559	
767c7493681bfee92477f38d77315871	79417	spontaneous-speech-de-79417.mp3	7740	8736	Wie heißt die letzte Autorin, von der Sie ein Buch gelesen haben, und hat Ihnen das Buch gefallen?		0	thirties		Deutschland Deutsch		German	1	0	0			
767c7493681bfee92477f38d77315871	79418	spontaneous-speech-de-79418.mp3	7380	7529	Welche Ziele hast du dir für die nächsten fünf Jahre gesetzt?	Blau, einfach nur Blau.	0	thirties		Deutschland Deutsch		German	0	0	0		2.710027100271003	transcription-length
767c7493681bfee92477f38d77315871	79420	spontaneous-speech-de-79420.mp3	20448	7515	Warum denkst du, ist es wichtig, verschiedene historische Persönlichkeiten zu studieren?	Also ich finds genrell wichtig, dass man Geschichte analysiert, auch Personen in der Geschichte analysiert. Ja Ihr Handeln analysiert. Um Fehler zu vermeiden und um auch Ja ehm, früher war nicht alles schlecht, ja und eventuell auch was neues zu lernen.	0	thirties		Deutschland Deutsch		German	0	0	0		10.416666666666666	
767c7493681bfee92477f38d77315871	79421	spontaneous-speech-de-79421.mp3	4788	7507	Welche Art von Hobby würdest du gerne einmal ausprobieren und warum?	Äh tatsächlich, Fallschirmspringen, Fallschirmspringen absolut Bock.	1	thirties		Deutschland Deutsch		German	0	0	0		13.157894736842104	
767c7493681bfee92477f38d77315871	79422	spontaneous-speech-de-79422.mp3	3780	7511	Wie ist das Wetter in deiner Lieblingsstadt?	Aktuell? Hier regnerisch und trüb.	0	thirties		Deutschland Deutsch		German	0	0	0		7.936507936507936	
767c7493681bfee92477f38d77315871	79423	spontaneous-speech-de-79423.mp3	28620	7538	Wenn du die Welt verändern könntest, was würdest du als erstes tun?	Das erste [unclear] das ich tun würde wär, wenn ich wirklich alles tun könnte und die Welt verändern könnte. Ich würde eigentlich nur zwei Gefühle abschaffen in den Menschen oder zwei Antriebe des Menschen abschaffen. Das erste ist der Hass und das zweite ist die Gier. Hass un schaff Hass und Gier ab und ich schwör dir un und es ist definitiv so, dass die Welt nen bessrer Ort wird.	0	thirties		Deutschland Deutsch		German	0	0	0		11.0062893081761	
767c7493681bfee92477f38d77315871	79424	spontaneous-speech-de-79424.mp3	3708	7522	Welche Art von Kleidung trägst du am liebsten und warum?	Nichts, am liebsten lauf ich nackt.	0	thirties		Deutschland Deutsch		German	0	0	0		8.090614886731391	
